公司代码 	公司简称 	代码	简称	上市日期	总股本	流通股本	
600569	  安阳钢铁	  600569	  安阳钢铁	  2001-08-20	  287242.14	  239368.45	  
600570	  恒生电子	  600570	  恒生电子	  2003-12-16	  80314.67	  80314.67	  
600571	  信雅达	  600571	  信雅达	  2002-11-01	  43967.92	  43111.11	  
600572	  康恩贝	  600572	  康恩贝	  2004-04-12	  266732.02	  266057.83	  
600573	  惠泉啤酒	  600573	  惠泉啤酒	  2003-02-26	  25000.00	  25000.00	  
600575	  皖江物流	  600575	  皖江物流	  2003-03-28	  388626.11	  388626.11	  
600576	  祥源文化	  600576	  祥源文化	  2003-02-20	  61940.24	  52587.80	  
600577	  精达股份	  600577	  精达股份	  2002-09-11	  192140.52	  192140.52	  
600578	  京能电力	  600578	  京能电力	  2002-05-10	  674673.45	  533502.43	  
600579	  天华院	  600579	  天华院	  2002-08-09	  89809.15	  41063.60	  
600580	  卧龙电驱	  600580	  卧龙电驱	  2002-06-06	  129315.96	  129060.36	  
600581	  八一钢铁	  600581	  八一钢铁	  2002-08-16	  153289.79	  153289.79	  
600582	  天地科技	  600582	  天地科技	  2002-05-15	  413858.89	  413858.89	  
600583	  海油工程	  600583	  海油工程	  2002-02-05	  442135.48	  442135.48	  
600584	  长电科技	  600584	  长电科技	  2003-06-03	  160287.46	  103591.48	  
600585	  海螺水泥	  600585	  海螺水泥	  2002-02-07	  529930.26	  529930.26	  
600586	  金晶科技	  600586	  金晶科技	  2002-08-15	  142877.00	  142877.00	  
600587	  新华医疗	  600587	  新华医疗	  2002-09-27	  40642.81	  40346.67	  
600588	  用友网络	  600588	  用友网络	  2001-05-18	  248613.46	  246648.51	  
600589	  广东榕泰	  600589	  广东榕泰	  2001-06-12	  70530.58	  66157.61	  
600590	  泰豪科技	  600590	  泰豪科技	  2002-07-03	  86629.88	  83635.09	  
600592	  龙溪股份	  600592	  龙溪股份	  2002-08-05	  39955.36	  39955.36	  
600593	  大连圣亚	  600593	  大连圣亚	  2002-07-11	  12880.00	  12880.00	  
600594	  益佰制药	  600594	  益佰制药	  2004-03-23	  79192.74	  79192.74	  
600595	  *ST中孚	  600595	  *ST中孚	  2002-06-26	  196122.41	  174154.04	  
600596	  新安股份	  600596	  新安股份	  2001-09-06	  70528.46	  69483.06	  
600597	  光明乳业	  600597	  光明乳业	  2002-08-28	  122448.75	  122430.20	  
600598	  北大荒	  600598	  北大荒	  2002-03-29	  177767.99	  177767.99	  
600599	  熊猫金控	  600599	  熊猫金控	  2001-08-28	  16600.00	  16600.00	  
600600	  青岛啤酒	  600600	  青岛啤酒	  1993-08-27	  135098.28	  135098.28	  
600601	  方正科技	  600601	  方正科技	  1990-12-19	  219489.12	  219489.12	  
600602	  云赛智联	  600602	  云赛智联	  1990-12-19	  136767.35	  132683.51	  
600603	  广汇物流	  600603	  广汇物流	  1992-01-13	  125476.68	  50406.02	  
600604	  市北高新	  600604	  市北高新	  1992-03-27	  187330.48	  180003.47	  
600605	  汇通能源	  600605	  汇通能源	  1992-03-27	  14734.46	  14734.46	  
600606	  绿地控股	  600606	  绿地控股	  1992-03-27	  1216815.44	  1216815.44	  
600608	  ST沪科	  600608	  ST沪科	  1992-03-27	  32886.14	  31837.14	  
600609	  金杯汽车	  600609	  金杯汽车	  1992-07-24	  109266.71	  109266.71	  
600610	  *ST毅达	  600610	  *ST毅达	  1992-08-05	  107127.46	  73593.46	  
600611	  大众交通	  600611	  大众交通	  1992-08-07	  236412.29	  236412.29	  
600612	  老凤祥	  600612	  老凤祥	  1992-08-14	  52311.78	  52311.78	  
600613	  神奇制药	  600613	  神奇制药	  1992-08-20	  53407.16	  53407.16	  
600614	  *ST鹏起	  600614	  *ST鹏起	  1992-08-28	  175277.38	  175277.38	  
600615	  ST丰华	  600615	  ST丰华	  1992-09-10	  18802.05	  18762.45	  
600616	  金枫酒业	  600616	  金枫酒业	  1992-09-29	  51461.92	  51461.92	  
600617	  国新能源	  600617	  国新能源	  1992-10-13	  108466.37	  108466.37	  
600618	  氯碱化工	  600618	  氯碱化工	  1992-11-13	  115640.00	  115640.00	  
600619	  海立股份	  600619	  海立股份	  1992-11-13	  86631.07	  86631.07	  
600620	  天宸股份	  600620	  天宸股份	  1992-11-17	  68667.71	  68667.71	  
600621	  华鑫股份	  600621	  华鑫股份	  1992-12-02	  106089.93	  53525.00	  
600622	  光大嘉宝	  600622	  光大嘉宝	  1992-12-03	  149968.54	  149968.54	  
600623	  华谊集团	  600623	  华谊集团	  1992-12-04	  210529.68	  210529.68	  
600624	  复旦复华	  600624	  复旦复华	  1993-01-05	  68471.20	  68471.20	  
600626	  申达股份	  600626	  申达股份	  1993-01-07	  85229.13	  71024.28	  
600628	  新世界	  600628	  新世界	  1993-01-09	  64687.54	  53179.93	  
600629	  华建集团	  600629	  华建集团	  1993-02-09	  53415.30	  44744.84	  
600630	  龙头股份	  600630	  龙头股份	  1993-02-09	  42486.16	  42486.16	  
600633	  浙数文化	  600633	  浙数文化	  1993-03-04	  130192.40	  129026.89	  
600634	  *ST富控	  600634	  *ST富控	  1993-03-04	  57573.21	  57573.21	  
600635	  大众公用	  600635	  大众公用	  1993-03-04	  295243.47	  295243.47	  
600636	  三爱富	  600636	  三爱富	  1993-03-16	  44693.69	  44693.69	  
600637	  东方明珠	  600637	  东方明珠	  1993-03-16	  343273.01	  341450.02	  
600638	  新黄浦	  600638	  新黄浦	  1993-03-26	  67339.68	  67339.68	  
600639	  浦东金桥	  600639	  浦东金桥	  1993-03-26	  112241.29	  112241.29	  
600640	  号百控股	  600640	  号百控股	  1993-04-07	  79569.59	  58939.97	  
600641	  万业企业	  600641	  万业企业	  1993-04-07	  80615.87	  80615.87	  
600642	  申能股份	  600642	  申能股份	  1993-04-16	  491203.83	  455203.83	  
600643	  爱建集团	  600643	  爱建集团	  1993-04-26	  162192.25	  143405.86	  
600644	  乐山电力	  600644	  乐山电力	  1993-04-26	  53840.07	  53840.07	  
600645	  中源协和	  600645	  中源协和	  1993-05-04	  44016.11	  38377.46	  
600647	  同达创业	  600647	  同达创业	  1993-05-04	  13914.36	  13914.36	  
600648	  外高桥	  600648	  外高桥	  1993-05-04	  113534.91	  113534.91	  
600649	  城投控股	  600649	  城投控股	  1993-05-18	  252957.56	  242079.22	  
600650	  锦江投资	  600650	  锦江投资	  1993-06-07	  55161.01	  55161.01	  
600651	  飞乐音响	  600651	  飞乐音响	  1986-09-26	  98892.23	  98522.00	  
600652	  *ST游久	  600652	  *ST游久	  1990-12-19	  83270.35	  83270.35	  
600653	  申华控股	  600653	  申华控股	  1990-12-19	  194638.03	  194638.03	  
600654	  *ST中安	  600654	  *ST中安	  1990-12-19	  128302.10	  75504.32	  
600655	  豫园股份	  600655	  豫园股份	  1992-09-02	  388106.39	  143732.20	  
600657	  信达地产	  600657	  信达地产	  1993-05-24	  285187.86	  152426.04	  
600658	  电子城	  600658	  电子城	  1993-05-24	  111858.50	  111858.50	  
600660	  福耀玻璃	  600660	  福耀玻璃	  1993-06-10	  250861.75	  250861.75	  
600661	  昂立教育	  600661	  昂立教育	  1993-06-14	  28654.88	  25907.65	  
600662	  强生控股	  600662	  强生控股	  1993-06-14	  105336.22	  105336.22	  
600663	  陆家嘴	  600663	  陆家嘴	  1993-06-28	  403419.74	  403419.74	  
600664	  哈药股份	  600664	  哈药股份	  1993-06-29	  252339.22	  250695.51	  
600665	  天地源	  600665	  天地源	  1993-07-09	  86412.25	  86412.25	  
600666	  *ST瑞德	  600666	  *ST瑞德	  1993-07-12	  122732.62	  80365.55	  
600667	  太极实业	  600667	  太极实业	  1993-07-28	  210619.02	  119127.43	  
600668	  尖峰集团	  600668	  尖峰集团	  1993-07-28	  34408.38	  34408.38	  
600671	  天目药业	  600671	  天目药业	  1993-08-23	  12177.89	  12172.05	  
600673	  东阳光	  600673	  东阳光	  1993-09-17	  301389.73	  245892.63	  
600674	  川投能源	  600674	  川投能源	  1993-09-24	  440214.05	  440214.05	  
600675	  中华企业	  600675	  中华企业	  1993-09-24	  609613.53	  224047.13	  
600676	  交运股份	  600676	  交运股份	  1993-09-28	  102849.29	  96204.53	  
600677	  航天通信	  600677	  航天通信	  1993-09-28	  52179.17	  45382.47	  
600678	  四川金顶	  600678	  四川金顶	  1993-10-08	  34899.00	  34899.00	  
600679	  上海凤凰	  600679	  上海凤凰	  1993-10-08	  40219.89	  40219.89	  
600681	  百川能源	  600681	  百川能源	  1993-10-18	  144274.03	  137410.11	  
600682	  南京新百	  600682	  南京新百	  1993-10-18	  129271.34	  100209.68	  
600683	  京投发展	  600683	  京投发展	  1993-10-25	  74077.76	  74077.76	  
600684	  珠江实业	  600684	  珠江实业	  1993-10-28	  85346.07	  85346.07	  
600685	  中船防务	  600685	  中船防务	  1993-10-28	  141350.64	  141350.64	  
600686	  金龙汽车	  600686	  金龙汽车	  1993-11-08	  60673.85	  60673.85	  
600687	  *ST刚泰	  600687	  *ST刚泰	  1993-11-08	  148871.53	  148871.53	  
600688	  上海石化	  600688	  上海石化	  1993-11-08	  1082381.35	  1082381.35	  
600689	  上海三毛	  600689	  上海三毛	  1993-11-08	  20099.13	  20099.13	  
600690	  海尔智家	  600690	  海尔智家	  1993-11-19	  636846.56	  636846.56	  
600691	  阳煤化工	  600691	  阳煤化工	  1993-11-19	  237598.20	  175639.09	  
600692	  亚通股份	  600692	  亚通股份	  1993-11-19	  35176.41	  25501.05	  
600693	  东百集团	  600693	  东百集团	  1993-11-22	  89822.91	  89724.76	  
600694	  大商股份	  600694	  大商股份	  1993-11-22	  29371.87	  29371.87	  
600695	  绿庭投资	  600695	  绿庭投资	  1993-11-22	  71113.21	  71113.21	  
600696	  ST岩石	  600696	  ST岩石	  1993-12-06	  34056.56	  34056.56	  
600697	  欧亚集团	  600697	  欧亚集团	  1993-12-06	  15908.81	  15515.60	  
600698	  *ST天雁	  600698	  *ST天雁	  1993-12-06	  97181.74	  96711.39	  
600699	  均胜电子	  600699	  均胜电子	  1993-12-06	  94928.90	  94928.90	  
600701	  *ST工新	  600701	  *ST工新	  1996-05-28	  103473.52	  77587.85	  
600702	  舍得酒业	  600702	  舍得酒业	  1996-05-24	  33730.00	  32951.90	  
600703	  三安光电	  600703	  三安光电	  1996-05-28	  407842.49	  407842.49	  
600704	  物产中大	  600704	  物产中大	  1996-06-06	  430668.24	  430668.24	  
600705	  中航资本	  600705	  中航资本	  1996-05-16	  897632.58	  897632.58	  
600706	  曲江文旅	  600706	  曲江文旅	  1996-05-16	  17950.97	  17790.87	  
600707	  彩虹股份	  600707	  彩虹股份	  1996-05-20	  358838.97	  128796.65	  
600708	  光明地产	  600708	  光明地产	  1996-06-06	  222863.67	  222527.78	  
600710	  苏美达	  600710	  苏美达	  1996-07-01	  130674.94	  64028.40	  
600711	  盛屯矿业	  600711	  盛屯矿业	  1996-05-31	  230803.42	  149705.23	  
600712	  南宁百货	  600712	  南宁百货	  1996-06-26	  54465.54	  53795.95	  
600713	  南京医药	  600713	  南京医药	  1996-07-01	  104161.12	  89742.56	  
600714	  金瑞矿业	  600714	  金瑞矿业	  1996-06-06	  28817.63	  28817.63	  
600715	  文投控股	  600715	  文投控股	  1996-07-01	  185485.35	  128419.96	  
600716	  凤凰股份	  600716	  凤凰股份	  1996-07-02	  93606.06	  91022.08	  
600717	  天津港	  600717	  天津港	  1996-06-14	  200972.29	  200972.29	  
600718	  东软集团	  600718	  东软集团	  1996-06-18	  124237.03	  124237.03	  
600719	  大连热电	  600719	  大连热电	  1996-07-16	  40459.96	  40459.96	  
600720	  祁连山	  600720	  祁连山	  1996-07-16	  77629.03	  77616.27	  
600721	  *ST百花	  600721	  *ST百花	  1996-06-26	  40038.64	  30515.37	  
600722	  金牛化工	  600722	  金牛化工	  1996-06-26	  68031.97	  68031.97	  
600723	  首商股份	  600723	  首商股份	  1996-07-16	  65840.76	  65806.96	  
600724	  宁波富达	  600724	  宁波富达	  1996-07-16	  144524.11	  144494.27	  
600725	  ST云维	  600725	  ST云维	  1996-07-02	  123247.00	  123247.00	  
600726	  *ST华源	  600726	  *ST华源	  1996-07-01	  196667.52	  196667.52	  
600727	  鲁北化工	  600727	  鲁北化工	  1996-07-02	  35098.66	  35092.66	  
600728	  佳都科技	  600728	  佳都科技	  1996-07-16	  163843.92	  162377.63	  
600729	  重庆百货	  600729	  重庆百货	  1996-07-02	  40652.85	  40642.65	  
600730	  中国高科	  600730	  中国高科	  1996-07-26	  58665.60	  58665.60	  
600731	  湖南海利	  600731	  湖南海利	  1996-08-02	  35522.27	  32665.31	  
600732	  ST新梅	  600732	  ST新梅	  1996-08-16	  44638.31	  44638.31	  
600733	  北汽蓝谷	  600733	  北汽蓝谷	  1996-08-16	  349365.93	  39690.00	  
600734	  实达集团	  600734	  实达集团	  1996-08-08	  62351.58	  50639.07	  
600735	  新华锦	  600735	  新华锦	  1996-07-26	  37599.23	  37599.23	  
600736	  苏州高新	  600736	  苏州高新	  1996-08-15	  115129.29	  115129.29	  
600737	  中粮糖业	  600737	  中粮糖业	  1996-07-31	  213884.82	  205187.62	  
600738	  兰州民百	  600738	  兰州民百	  1996-08-02	  78309.54	  42125.84	  
600739	  辽宁成大	  600739	  辽宁成大	  1996-08-19	  152970.98	  152970.98	  
600740	  山西焦化	  600740	  山西焦化	  1996-08-08	  151604.80	  65683.28	  
600741	  华域汽车	  600741	  华域汽车	  1996-08-26	  315272.40	  315272.40	  
600742	  一汽富维	  600742	  一汽富维	  1996-08-26	  50765.62	  50765.62	  
600743	  华远地产	  600743	  华远地产	  1996-09-09	  234610.09	  234610.09	  
600744	  华银电力	  600744	  华银电力	  1996-09-05	  178112.43	  82763.44	  
600745	  闻泰科技	  600745	  闻泰科技	  1996-08-28	  63726.64	  63726.64	  
600746	  江苏索普	  600746	  江苏索普	  1996-09-18	  30642.15	  30466.09	  
600747	  *ST大控	  600747	  *ST大控	  1996-09-16	  146432.84	  106432.84	  
600748	  上实发展	  600748	  上实发展	  1996-09-25	  184456.29	  184456.29	  
600749	  西藏旅游	  600749	  西藏旅游	  1996-10-15	  22696.55	  22696.55	  
600750	  江中药业	  600750	  江中药业	  1996-09-23	  52500.00	  52500.00	  
600751	  海航科技	  600751	  海航科技	  1996-09-09	  289933.78	  289933.78	  
600753	  东方银星	  600753	  东方银星	  1996-09-27	  12800.00	  12800.00	  
600754	  锦江股份	  600754	  锦江股份	  1996-10-11	  95793.64	  80451.77	  
600755	  厦门国贸	  600755	  厦门国贸	  1996-10-03	  181628.74	  181628.74	  
600756	  浪潮软件	  600756	  浪潮软件	  1996-09-23	  32409.88	  32409.88	  
600757	  长江传媒	  600757	  长江传媒	  1996-10-03	  121365.03	  121349.71	  
600758	  红阳能源	  600758	  红阳能源	  1996-10-29	  132201.74	  78569.45	  
600759	  洲际油气	  600759	  洲际油气	  1996-10-08	  226350.75	  225818.40	  
600760	  中航沈飞	  600760	  中航沈飞	  1996-10-11	  140038.93	  39852.21	  
600761	  安徽合力	  600761	  安徽合力	  1996-10-09	  74018.08	  74018.08	  
600763	  通策医疗	  600763	  通策医疗	  1996-10-30	  32064.00	  32064.00	  
600764	  中国海防	  600764	  中国海防	  1996-11-04	  39480.62	  32876.57	  
600765	  中航重机	  600765	  中航重机	  1996-11-06	  77800.32	  77800.32	  
600766	  园城黄金	  600766	  园城黄金	  1996-10-28	  22422.68	  22393.21	  
600767	  ST运盛	  600767	  ST运盛	  1996-11-15	  34101.02	  34091.02	  
600768	  宁波富邦	  600768	  宁波富邦	  1996-11-11	  13374.72	  13374.72	  
600769	  祥龙电业	  600769	  祥龙电业	  1996-11-01	  37497.72	  37497.72	  
600770	  综艺股份	  600770	  综艺股份	  1996-11-20	  130000.00	  130000.00	  
600771	  广誉远	  600771	  广誉远	  1996-11-05	  49199.97	  42279.47	  
600773	  西藏城投	  600773	  西藏城投	  1996-11-08	  81966.07	  74610.47	  
600774	  汉商集团	  600774	  汉商集团	  1996-11-08	  22694.80	  22675.77	  
600775	  南京熊猫	  600775	  南京熊猫	  1996-11-18	  91383.85	  91383.85	  
600776	  东方通信	  600776	  东方通信	  1996-11-26	  125600.01	  125600.01	  
600777	  新潮能源	  600777	  新潮能源	  1996-11-21	  680049.58	  405123.66	  
600778	  友好集团	  600778	  友好集团	  1996-12-03	  31149.14	  31108.67	  
600779	  水井坊	  600779	  水井坊	  1996-12-06	  48854.57	  48854.57	  
600780	  通宝能源	  600780	  通宝能源	  1996-12-05	  114650.25	  114650.25	  
600781	  辅仁药业	  600781	  辅仁药业	  1996-12-18	  62715.75	  37426.32	  
600782	  新钢股份	  600782	  新钢股份	  1996-12-25	  318872.27	  318872.27	  
600783	  鲁信创投	  600783	  鲁信创投	  1996-12-25	  74435.93	  74435.93	  
600784	  鲁银投资	  600784	  鲁银投资	  1996-12-25	  56817.78	  56817.78	  
600785	  新华百货	  600785	  新华百货	  1997-01-08	  22563.13	  22563.13	  
600787	  中储股份	  600787	  中储股份	  1997-01-21	  219980.10	  219980.10	  
600789	  鲁抗医药	  600789	  鲁抗医药	  1997-02-26	  88022.97	  85212.16	  
600790	  轻纺城	  600790	  轻纺城	  1997-02-28	  146579.09	  146579.09	  
600791	  京能置业	  600791	  京能置业	  1997-01-30	  45288.00	  45231.37	  
600792	  云煤能源	  600792	  云煤能源	  1997-01-23	  98992.36	  98992.36	  
600793	  宜宾纸业	  600793	  宜宾纸业	  1997-02-20	  12636.00	  10530.00	  
600794	  保税科技	  600794	  保税科技	  1997-03-06	  121215.22	  119157.42	  
600795	  国电电力	  600795	  国电电力	  1997-03-18	  1965039.78	  1965039.78	  
600796	  钱江生化	  600796	  钱江生化	  1997-04-08	  30140.21	  30140.21	  
600797	  浙大网新	  600797	  浙大网新	  1997-04-18	  105521.87	  101525.41	  
600798	  宁波海运	  600798	  宁波海运	  1997-04-23	  120653.42	  103085.09	  
600800	  天津磁卡	  600800	  天津磁卡	  1993-12-06	  61127.10	  61095.60	  
600801	  华新水泥	  600801	  华新水泥	  1994-01-03	  209659.99	  209659.99	  
600802	  福建水泥	  600802	  福建水泥	  1994-01-03	  38187.37	  38187.37	  
600803	  新奥股份	  600803	  新奥股份	  1994-01-03	  122935.58	  122935.58	  
600804	  鹏博士	  600804	  鹏博士	  1994-01-03	  143245.65	  143235.79	  
600805	  悦达投资	  600805	  悦达投资	  1994-01-03	  85089.45	  85027.54	  
600807	  ST天业	  600807	  ST天业	  1994-01-03	  88463.47	  78701.85	  
600808	  马钢股份	  600808	  马钢股份	  1994-01-06	  770068.12	  770068.12	  
600809	  山西汾酒	  600809	  山西汾酒	  1994-01-06	  87152.83	  86584.83	  
600810	  神马股份	  600810	  神马股份	  1994-01-06	  44228.00	  44228.00	  
600811	  东方集团	  600811	  东方集团	  1994-01-06	  371457.61	  371457.61	  
600812	  华北制药	  600812	  华北制药	  1994-01-14	  163080.47	  163080.47	  
600814	  杭州解百	  600814	  杭州解百	  1994-01-14	  71502.68	  71502.68	  
600815	  *ST厦工	  600815	  *ST厦工	  1994-01-28	  95897.00	  95897.00	  
600816	  安信信托	  600816	  安信信托	  1994-01-28	  546913.79	  467250.91	  
600817	  ST宏盛	  600817	  ST宏盛	  1994-01-28	  16091.01	  15567.91	  
600818	  中路股份	  600818	  中路股份	  1994-01-28	  32144.79	  32144.79	  
600819	  耀皮玻璃	  600819	  耀皮玻璃	  1994-01-28	  93491.61	  93491.61	  
600820	  隧道股份	  600820	  隧道股份	  1994-01-28	  314409.61	  314409.61	  
600821	  津劝业	  600821	  津劝业	  1994-01-28	  41626.82	  41626.82	  
600822	  上海物贸	  600822	  上海物贸	  1994-02-04	  49597.29	  49597.29	  
600823	  世茂股份	  600823	  世茂股份	  1994-02-04	  375116.83	  375116.83	  
600824	  益民集团	  600824	  益民集团	  1994-02-04	  105402.71	  105402.71	  
600825	  新华传媒	  600825	  新华传媒	  1994-02-04	  104488.79	  104488.79	  
600826	  兰生股份	  600826	  兰生股份	  1994-02-04	  42064.23	  42064.23	  
600827	  百联股份	  600827	  百联股份	  1994-02-04	  178416.81	  178416.81	  
600828	  茂业商业	  600828	  茂业商业	  1994-02-24	  173198.25	  65513.19	  
600829	  人民同泰	  600829	  人民同泰	  1994-02-24	  57988.86	  57988.86	  
600830	  香溢融通	  600830	  香溢融通	  1994-02-24	  45432.27	  45432.27	  
600831	  广电网络	  600831	  广电网络	  1994-02-24	  70882.48	  66729.57	  
600833	  第一医药	  600833	  第一医药	  1994-02-24	  22308.63	  22308.63	  
600834	  申通地铁	  600834	  申通地铁	  1994-02-24	  47738.19	  47738.19	  
600835	  上海机电	  600835	  上海机电	  1994-02-24	  102273.93	  102273.93	  
600836	  界龙实业	  600836	  界龙实业	  1994-02-24	  66275.31	  66275.31	  
600837	  海通证券	  600837	  海通证券	  1994-02-24	  1150170.00	  1150170.00	  
600838	  上海九百	  600838	  上海九百	  1994-02-24	  40088.20	  40088.20	  
600839	  四川长虹	  600839	  四川长虹	  1994-03-11	  461624.42	  461432.22	  
600841	  上柴股份	  600841	  上柴股份	  1994-03-11	  86668.98	  86668.98	  
600843	  上工申贝	  600843	  上工申贝	  1994-03-11	  54858.96	  54858.96	  
600844	  丹化科技	  600844	  丹化科技	  1994-03-11	  101652.42	  101652.42	  
600845	  宝信软件	  600845	  宝信软件	  1994-03-11	  114050.03	  113051.88	  
600846	  同济科技	  600846	  同济科技	  1994-03-11	  62476.15	  62476.15	  
600847	  万里股份	  600847	  万里股份	  1994-03-24	  15328.74	  15328.74	  
600848	  上海临港	  600848	  上海临港	  1994-03-24	  111991.93	  89517.21	  
600850	  华东电脑	  600850	  华东电脑	  1994-03-24	  42570.12	  42570.12	  
600851	  海欣股份	  600851	  海欣股份	  1994-04-04	  120705.67	  120705.67	  
600853	  龙建股份	  600853	  龙建股份	  1994-04-04	  64416.77	  53680.77	  
600854	  春兰股份	  600854	  春兰股份	  1994-04-25	  51945.85	  51945.85	  
600855	  航天长峰	  600855	  航天长峰	  1994-04-25	  35203.13	  34093.16	  
600856	  中天能源	  600856	  中天能源	  1994-04-25	  136665.44	  134342.21	  
600857	  宁波中百	  600857	  宁波中百	  1994-04-25	  22431.99	  22431.99	  
600858	  银座股份	  600858	  银座股份	  1994-05-06	  52006.66	  51754.80	  
600859	  王府井	  600859	  王府井	  1994-05-06	  77625.04	  39412.53	  
600860	  京城股份	  600860	  京城股份	  1994-05-06	  42200.00	  42200.00	  
600861	  北京城乡	  600861	  北京城乡	  1994-05-20	  31680.49	  31680.49	  
600862	  中航高科	  600862	  中航高科	  1994-05-20	  139304.91	  139304.91	  
600863	  内蒙华电	  600863	  内蒙华电	  1994-05-20	  580843.78	  580843.78	  
600864	  哈投股份	  600864	  哈投股份	  1994-08-09	  210851.38	  157831.74	  
600865	  百大集团	  600865	  百大集团	  1994-08-09	  37624.03	  37624.03	  
600866	  星湖科技	  600866	  星湖科技	  1994-08-18	  73901.92	  64539.35	  
600867	  通化东宝	  600867	  通化东宝	  1994-08-24	  203398.85	  195374.17	  
600868	  梅雁吉祥	  600868	  梅雁吉祥	  1994-09-12	  189814.87	  189814.87	  
600869	  智慧能源	  600869	  智慧能源	  1995-02-06	  221935.27	  221935.27	  
600870	  ST厦华	  600870	  ST厦华	  1995-02-28	  52319.97	  52319.97	  
600871	  石化油服	  600871	  石化油服	  1995-04-11	  1898434.00	  1745762.25	  
600872	  中炬高新	  600872	  中炬高新	  1995-01-24	  79663.72	  79663.72	  
600873	  梅花生物	  600873	  梅花生物	  1995-02-17	  310817.50	  307369.17	  
600874	  创业环保	  600874	  创业环保	  1995-06-30	  142722.84	  142722.84	  
600875	  东方电气	  600875	  东方电气	  1995-10-10	  309080.34	  233690.04	  
600876	  洛阳玻璃	  600876	  洛阳玻璃	  1995-10-31	  55979.74	  52979.62	  
600877	  *ST嘉陵	  600877	  *ST嘉陵	  1995-10-13	  68728.20	  68728.20	  
600879	  航天电子	  600879	  航天电子	  1995-11-15	  271927.13	  241333.25	  
600880	  博瑞传播	  600880	  博瑞传播	  1995-11-15	  109333.21	  109303.02	  
600881	  亚泰集团	  600881	  亚泰集团	  1995-11-15	  324891.36	  322338.17	  
600882	  妙可蓝多	  600882	  妙可蓝多	  1995-12-06	  40951.90	  40600.60	  
600883	  博闻科技	  600883	  博闻科技	  1995-12-08	  23608.80	  23608.80	  
600884	  杉杉股份	  600884	  杉杉股份	  1996-01-30	  112276.50	  112276.50	  
600885	  宏发股份	  600885	  宏发股份	  1996-02-05	  74476.16	  74476.16	  
600886	  国投电力	  600886	  国投电力	  1996-01-18	  678602.33	  678602.33	  
600887	  伊利股份	  600887	  伊利股份	  1996-03-12	  609712.51	  605879.17	  
600888	  新疆众和	  600888	  新疆众和	  1996-02-15	  86180.20	  83359.36	  
600889	  南京化纤	  600889	  南京化纤	  1996-03-08	  36634.60	  33804.41	  
600890	  中房股份	  600890	  中房股份	  1996-03-18	  57919.49	  57919.49	  
600891	  *ST秋林	  600891	  *ST秋林	  1996-03-25	  61758.58	  38424.21	  
600892	  大晟文化	  600892	  大晟文化	  1996-03-15	  55946.42	  53956.83	  
600893	  航发动力	  600893	  航发动力	  1996-04-08	  224984.45	  194772.66	  
600894	  广日股份	  600894	  广日股份	  1996-03-28	  85994.69	  85994.69	  
600895	  张江高科	  600895	  张江高科	  1996-04-22	  154868.96	  154868.96	  
600896	  览海投资	  600896	  览海投资	  1996-05-03	  86909.91	  86909.91	  
600897	  厦门空港	  600897	  厦门空港	  1996-05-31	  29781.00	  29781.00	  
600898	  国美通讯	  600898	  国美通讯	  1996-04-18	  25252.38	  25252.38	  
600900	  长江电力	  600900	  长江电力	  2003-11-18	  2200000.00	  2200000.00	  
600901	  江苏租赁	  600901	  江苏租赁	  2018-03-01	  298665.00	  182045.00	  
600903	  贵州燃气	  600903	  贵州燃气	  2017-11-07	  113818.50	  63172.32	  
600908	  无锡银行	  600908	  无锡银行	  2016-09-23	  184825.52	  81625.03	  
600909	  华安证券	  600909	  华安证券	  2016-12-06	  362100.00	  270200.00	  
600917	  重庆燃气	  600917	  重庆燃气	  2014-09-30	  155600.00	  155600.00	  
600919	  江苏银行	  600919	  江苏银行	  2016-08-02	  1154445.00	  600822.64	  
600926	  杭州银行	  600926	  杭州银行	  2016-10-27	  513020.04	  208169.06	  
600928	  西安银行	  600928	  西安银行	  2019-03-01	  444444.44	  44444.44	  
600929	  湖南盐业	  600929	  湖南盐业	  2018-03-26	  91775.11	  33734.52	  
600933	  爱柯迪	  600933	  爱柯迪	  2017-11-17	  85671.85	  26531.73	  
600936	  广西广电	  600936	  广西广电	  2016-08-15	  167102.62	  119598.33	  
600939	  重庆建工	  600939	  重庆建工	  2017-02-21	  181450.00	  40957.56	  
600958	  东方证券	  600958	  东方证券	  2015-03-23	  699365.58	  670444.05	  
600959	  江苏有线	  600959	  江苏有线	  2015-04-28	  500071.77	  388452.98	  
600960	  渤海汽车	  600960	  渤海汽车	  2004-04-07	  95051.55	  68012.86	  
600961	  株冶集团	  600961	  株冶集团	  2004-08-30	  52745.79	  52745.79	  
600962	  国投中鲁	  600962	  国投中鲁	  2004-06-22	  26221.00	  25402.00	  
600963	  岳阳林纸	  600963	  岳阳林纸	  2004-05-25	  139773.31	  104315.91	  
600965	  福成股份	  600965	  福成股份	  2004-07-13	  81870.10	  81870.10	  
600966	  博汇纸业	  600966	  博汇纸业	  2004-06-08	  133684.43	  133684.43	  
600967	  内蒙一机	  600967	  内蒙一机	  2004-05-18	  168963.18	  96049.82	  
600968	  海油发展	  600968	  海油发展	  2019-06-26	  1016510.42	  186510.42	  
600969	  郴电国际	  600969	  郴电国际	  2004-04-08	  37005.05	  37005.05	  
600970	  中材国际	  600970	  中材国际	  2005-04-12	  173957.39	  173705.44	  
